# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_exon_variant	variants_effect_protein_protein_contact	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ARHGEF10	ARHGEF10	NM_014629.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARHGEF12	ARHGEF12	NM_001198665.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARHGEF12	ARHGEF12	NM_001301084.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARHGEF12	ARHGEF12	NM_015313.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARHGEF2	ARHGEF2	NM_001162383.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARHGEF2	ARHGEF2	NM_001162384.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARHGEF2	ARHGEF2	NM_004723.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARID2	ARID2	NM_152641.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARMC4	ARMC4	NM_001290020.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
ARMC4	ARMC4	NM_001290021.1		0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ARMC4	ARMC4	NM_001312689.1		0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
ARMC4	ARMC4	NM_018076.4		0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
ARPP21	ARPP21	NM_001025068.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ARPP21	ARPP21	NM_001025069.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ARPP21	ARPP21	NM_001267616.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ARPP21	ARPP21	NM_001267617.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARPP21	ARPP21	NM_001267618.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ARPP21	ARPP21	NM_001267619.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARPP21	ARPP21	NM_016300.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARPP21	ARPP21	NM_198399.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ARSG	ARSG	NM_001267727.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARSG	ARSG	NM_014960.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARSJ	ARSJ	NM_024590.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASH1L	ASH1L	NM_018489.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASIC5	ASIC5	NM_017419.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASTN1	ASTN1	NM_001286164.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASTN1	ASTN1	NM_004319.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASTN1	ASTN1	NM_207108.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASXL3	ASXL3	NM_030632.1		0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ATAD2B	ATAD2B	NM_001242338.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATAD2B	ATAD2B	NM_017552.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATAD2B	ATAD2B	NR_125717.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATF4	ATF4	NM_001675.4		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ATF4	ATF4	NM_182810.2		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ATP11C	ATP11C	NM_001010986.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP11C	ATP11C	NM_173694.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP13A2	ATP13A2	NM_001141973.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP13A2	ATP13A2	NM_001141974.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP13A2	ATP13A2	NM_022089.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP2C1	ATP2C1	NM_001001485.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP2C1	ATP2C1	NM_001001486.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP2C1	ATP2C1	NM_001001487.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP2C1	ATP2C1	NM_001199179.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP2C1	ATP2C1	NM_001199180.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP2C1	ATP2C1	NM_001199181.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP2C1	ATP2C1	NM_001199182.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP2C1	ATP2C1	NM_001199183.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP2C1	ATP2C1	NM_001199184.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP2C1	ATP2C1	NM_001199185.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP2C1	ATP2C1	NM_014382.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP5J2-PTCD1	ATP5J2-PTCD1	NM_001198879.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATRX	ATRX	NM_000489.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATRX	ATRX	NM_138270.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATXN7L2	ATXN7L2	NM_153340.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AXDND1	AXDND1	NM_144696.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AXDND1	AXDND1	NR_073544.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
B3GNT3	B3GNT3	NM_014256.3		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B3GNT7	B3GNT7	NM_145236.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BACE1	BACE1	NM_001207048.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BACE1	BACE1	NM_001207049.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BACE1	BACE1	NM_012104.4		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BACE1	BACE1	NM_138971.3		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BACE1	BACE1	NM_138972.3		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BACE1	BACE1	NM_138973.3		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BAHCC1	BAHCC1	NM_001291324.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BARX2	BARX2	NM_003658.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BASP1	BASP1	NM_001271606.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BASP1	BASP1	NM_006317.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BBS9	BBS9	NM_001033604.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BBS9	BBS9	NM_001033605.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BBS9	BBS9	NM_014451.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BBS9	BBS9	NM_198428.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BCCIP	BCCIP	NM_016567.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BCCIP	BCCIP	NM_078468.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BCCIP	BCCIP	NM_078469.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BCL2L11	BCL2L11	NM_001204106.1		0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
BCL2L11	BCL2L11	NM_001204107.1		0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
BCL2L11	BCL2L11	NM_001204108.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BCL2L11	BCL2L11	NM_001204109.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BCL2L11	BCL2L11	NM_001204110.1		0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
BCL2L11	BCL2L11	NM_001204111.1		0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
BCL2L11	BCL2L11	NM_001204112.1		0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
BCL2L11	BCL2L11	NM_001204113.1		0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
BCL2L11	BCL2L11	NM_006538.4		0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
BCL2L11	BCL2L11	NM_138621.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BCL2L11	BCL2L11	NM_138622.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BCL2L11	BCL2L11	NM_138623.3		0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
BCL2L11	BCL2L11	NM_138624.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BCL2L11	BCL2L11	NM_138625.3		0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
BCL2L11	BCL2L11	NM_138626.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BCL2L11	BCL2L11	NM_138627.3		0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
BCL2L11	BCL2L11	NM_207002.3		0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
BCL2L11	BCL2L11	NM_207003.2		0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
BCL9L	BCL9L	NM_182557.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BCLAF1	BCLAF1	NM_001077440.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BCLAF1	BCLAF1	NM_001077441.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BCLAF1	BCLAF1	NM_001301038.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BCLAF1	BCLAF1	NM_014739.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BCO1	BCO1	NM_017429.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BCYRN1	BCYRN1	NR_001568.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BEST1	BEST1	NM_001139443.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BEST1	BEST1	NM_001300786.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BEST1	BEST1	NM_001300787.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BEST1	BEST1	NM_004183.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BLZF1	BLZF1	NM_003666.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BMP10	BMP10	NM_014482.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BNC1	BNC1	NM_001301206.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BNC1	BNC1	NM_001717.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BPIFC	BPIFC	NM_174932.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRAT1	BRAT1	NM_152743.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRCA2	BRCA2	NM_000059.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRD1	BRD1	NM_001304808.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRD1	BRD1	NM_001304809.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRINP3	BRINP3	NM_001317188.1		0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
BRINP3	BRINP3	NM_199051.2		0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
BTBD11	BTBD11	NM_001017523.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BTBD11	BTBD11	NM_001018072.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BTG4	BTG4	NM_017589.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BTNL8	BTNL8	NM_001040462.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BTNL8	BTNL8	NM_001159707.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BTNL8	BTNL8	NM_001159708.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BTNL8	BTNL8	NM_001159709.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BTNL8	BTNL8	NM_001159710.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BTNL8	BTNL8	NM_024850.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BUD13	BUD13	NM_001159736.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BUD13	BUD13	NM_032725.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BZRAP1	BZRAP1	NM_001261835.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BZRAP1	BZRAP1	NM_004758.3		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BZRAP1	BZRAP1	NM_024418.2		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
C10orf105	C10orf105	NM_001168390.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C10orf71	C10orf71	NM_001135196.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C11orf88	C11orf88	NM_001100388.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
C11orf88	C11orf88	NM_207430.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
C14orf39	C14orf39	NM_174978.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C15orf32	C15orf32	NM_001301106.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C15orf32	C15orf32	NM_153040.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C16orf87	C16orf87	NM_001001436.2		1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
C16orf92	C16orf92	NM_001109659.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C16orf92	C16orf92	NM_001109660.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C1QL4	C1QL4	NM_001008223.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C1S	C1S	NM_001734.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C1S	C1S	NM_201442.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C1orf106	C1orf106	NM_001142569.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C1orf106	C1orf106	NM_018265.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C1orf127	C1orf127	NM_001170754.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C1orf204	C1orf204	NM_001134233.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
C20orf78	C20orf78	NM_001242671.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C20orf78	C20orf78	NM_001302818.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C2orf47	C2orf47	NM_024520.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C4BPA	C4BPA	NM_000715.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C4orf22	C4orf22	NM_001206997.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C4orf22	C4orf22	NM_152770.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C5AR2	C5AR2	NM_001271749.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C5AR2	C5AR2	NM_001271750.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C5AR2	C5AR2	NM_018485.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C5orf52	C5orf52	NM_001145132.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C5orf66	C5orf66	NM_001277348.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C9orf57	C9orf57	NM_001128618.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CA10	CA10	NM_001082533.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CA10	CA10	NM_001082534.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CA10	CA10	NM_020178.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CA11	CA11	NM_001217.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CA3	CA3	NM_005181.3		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CA3-AS1	CA3-AS1	NR_121630.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CA3-AS1	CA3-AS1	NR_121631.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CA3-AS1	CA3-AS1	NR_121632.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CA4	CA4	NM_000717.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CABIN1	CABIN1	NM_001199281.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CABIN1	CABIN1	NM_001201429.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CABIN1	CABIN1	NM_012295.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CACNA1A	CACNA1A	NM_000068.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CACNA1A	CACNA1A	NM_001127221.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CACNA1A	CACNA1A	NM_001127222.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CACNA1A	CACNA1A	NM_001174080.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CACNA1A	CACNA1A	NM_023035.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CACNA1E	CACNA1E	NM_000721.3		0	0	4	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
CACNA1E	CACNA1E	NM_001205293.1		0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
CACNA1E	CACNA1E	NM_001205294.1		0	0	4	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
CACNA1F	CACNA1F	NM_001256789.2		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CACNA1F	CACNA1F	NM_001256790.2		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CACNA1F	CACNA1F	NM_005183.3		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CACNA1S	CACNA1S	NM_000069.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CACNA2D3	CACNA2D3	NM_018398.2		0	0	2	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
CAGE1	CAGE1	NM_001170692.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CAGE1	CAGE1	NM_001170693.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CAGE1	CAGE1	NM_205864.2		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CALCB	CALCB	NM_000728.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CALCRL	CALCRL	NM_001271751.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CALCRL	CALCRL	NM_005795.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CALN1	CALN1	NM_001017440.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CALN1	CALN1	NM_031468.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CAMK1	CAMK1	NM_003656.4		2	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
CAMK1G	CAMK1G	NM_020439.2		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CAMK2A	CAMK2A	NM_015981.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CAMK2A	CAMK2A	NM_171825.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CAMK4	CAMK4	NM_001744.4		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
CAP2	CAP2	NM_006366.2		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
CAPN9	CAPN9	NM_006615.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CAPN9	CAPN9	NM_016452.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CAPSL	CAPSL	NM_001042625.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CAPSL	CAPSL	NM_144647.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CARD8	CARD8	NM_001184900.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CARD8	CARD8	NM_001184901.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CARD8	CARD8	NM_001184902.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD8	CARD8	NM_001184903.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD8	CARD8	NM_014959.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CARD8	CARD8	NR_033678.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CARD8	CARD8	NR_033679.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CARD8	CARD8	NR_033680.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CASC1	CASC1	NM_001082972.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CASC1	CASC1	NM_001082973.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CASC1	CASC1	NM_001204101.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CASC1	CASC1	NM_001204102.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CASC1	CASC1	NM_018272.3		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CASP10	CASP10	NM_001206524.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CASP10	CASP10	NM_001206542.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CASP10	CASP10	NM_001230.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CASP10	CASP10	NM_001306083.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CASP10	CASP10	NM_032974.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CASP10	CASP10	NM_032976.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CASP10	CASP10	NM_032977.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CASP14	CASP14	NM_012114.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CASP9	CASP9	NM_001229.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CASP9	CASP9	NM_001278054.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CASP9	CASP9	NM_032996.3		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CASP9	CASP9	NR_102732.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CASP9	CASP9	NR_102733.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CASR	CASR	NM_000388.3		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
CASR	CASR	NM_001178065.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
CATSPER2	CATSPER2	NM_001282309.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
CATSPER2	CATSPER2	NM_001282310.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
CATSPER2	CATSPER2	NM_054020.3		0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
CATSPER2	CATSPER2	NM_172095.2		0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
